symbol,market_cap_cr,current_price,pe_ratio,book_value,roce_pct,roe_pct,dividend_yield_pct,promoter_holding_pct,revenue_growth_3yr_pct,profit_growth_3yr_pct,latest_year_ocf_cr,debt_to_equity,as_of_quarter
URBANCO,,130.0,,13.9,-7.82,-12.0,0.0,19.02,8.0,,-99.0,0.06,Jun 2026
USHAMART,,502.0,28.1,108.0,19.5,15.1,0.75,40.28,9.0,14.0,655.0,0.07,Jun 2026
VTL,,602.0,20.6,363.0,8.86,7.3,0.83,65.08,-2.0,18.0,1108.0,0.18,Jun 2026
VBL,,451.0,45.1,57.9,19.7,16.2,0.33,59.43,24.0,12.0,3509.0,0.13,Jun 2026
VEDL,,268.0,9.51,127.0,16.1,38.2,16.3,54.72,17.0,39.0,39499.0,0.66,Jun 2026
VIJAYA,,1360.0,81.1,93.0,21.3,19.7,0.15,52.51,27.0,45.0,271.0,0.44,Jun 2026
VMM,,108.0,56.7,15.9,14.8,12.2,0.0,40.09,39.0,,1621.0,0.27,Jun 2026
IDEA,,12.9,,-3.3,-1.6,,0.0,25.64,6.0,16.0,19411.0,-5.38,Jun 2026
VOLTAS,,1333.0,112.0,193.0,9.04,6.1,0.3,30.3,17.0,20.0,71.0,0.16,Jun 2026
WAAREEENER,,2625.0,18.8,502.0,38.8,32.8,0.08,64.12,100.0,,1627.0,0.22,Jun 2026
WELCORP,,1655.0,18.9,347.0,22.9,19.4,0.3,49.73,119.0,73.0,3204.0,0.26,Jun 2026
WELSPUNLIV,,160.0,70.5,51.3,6.25,4.47,0.06,66.36,4.0,13.0,1175.0,0.47,Jun 2026
WHIRLPOOL,,806.0,32.5,328.0,11.1,7.75,0.62,39.76,13.0,-18.0,298.0,0.02,Jun 2026
WIPRO,,186.0,14.0,83.9,17.8,15.5,5.9,72.59,5.0,-3.0,14932.0,0.23,Jun 2026
WOCKPHARMA,,1904.0,109.0,304.0,7.55,6.11,0.0,49.09,43.0,100.0,390.0,0.45,Jun 2026
YESBANK,,22.5,18.7,16.7,5.98,7.1,0.0,,69.0,10.0,21217.0,,Jun 2026
ZFCVINDIA,,2381.0,53.7,324.0,19.4,14.6,0.17,60.0,17.0,3.0,810.0,0.01,Jun 2026
ZEEL,,112.0,38.6,122.0,2.75,2.4,2.17,3.99,95.0,-23.0,708.0,0.02,Jun 2026
ZENTEC,,1615.0,80.3,209.0,16.2,10.7,0.06,48.51,67.0,38.0,245.0,0.01,Jun 2026
ZENSARTECH,,521.0,14.9,207.0,22.8,17.3,2.88,49.0,34.0,2.0,771.0,0.02,Jun 2026
ZYDUSLIFE,,1115.0,20.5,269.0,21.1,21.2,0.09,75.02,32.0,21.0,2117.0,0.46,Jun 2026
ZYDUSWELL,,566.0,78.7,183.0,4.91,3.98,0.21,69.63,-10.0,24.0,226.0,0.55,Jun 2026
ECLERX,,1911.0,25.5,272.0,34.8,29.0,0.03,54.53,14.0,31.0,873.0,0.15,Jun 2026
